timestamp,Open,High,Low,Close,Volume
2025-12-11 12:30:00,90310.76,90377.63,90260.0,90276.97,85.03725
2025-12-11 12:45:00,90276.98,90282.97,90006.01,90032.31,84.9081
2025-12-11 13:00:00,90032.31,90127.87,90012.99,90044.15,81.08356
2025-12-11 13:15:00,90044.16,90125.43,89982.45,90051.66,132.34519
2025-12-11 13:30:00,90051.66,90137.08,89870.0,90042.29,248.82771
2025-12-11 13:45:00,90042.28,90169.26,89963.99,90103.53,105.53436
2025-12-11 14:00:00,90103.53,90170.62,90030.0,90150.43,89.13054
2025-12-11 14:15:00,90150.43,90259.24,90139.19,90139.2,96.67696
2025-12-11 14:30:00,90139.2,90482.01,89774.01,90281.91,440.56998
2025-12-11 14:45:00,90281.92,90338.74,89260.63,89545.24,736.7629
2025-12-11 15:00:00,89545.23,90205.88,89406.79,90112.02,319.80973
2025-12-11 15:15:00,90112.01,90653.33,89958.38,90251.23,385.56754
2025-12-11 15:30:00,90251.24,90276.0,89695.0,89806.84,227.38311
2025-12-11 15:45:00,89806.5,90038.0,89642.52,89872.51,249.35796
2025-12-11 16:00:00,89872.51,89980.01,89358.48,89395.91,278.14619
2025-12-11 16:15:00,89395.9,89682.92,89333.0,89563.19,196.30207
2025-12-11 16:30:00,89563.18,90056.23,89464.37,89950.85,188.39466
2025-12-11 16:45:00,89950.86,90178.04,89615.38,89737.11,179.38227
2025-12-11 17:00:00,89737.11,89917.66,89627.74,89853.41,98.50621
2025-12-11 17:15:00,89853.41,90260.0,89813.03,90062.52,152.53638
2025-12-11 17:30:00,90062.52,90250.0,89956.61,90058.94,136.62961
2025-12-11 17:45:00,90058.95,90156.69,89922.66,89983.23,283.27261
2025-12-11 18:00:00,89983.23,90415.06,89891.87,90325.54,185.42396
2025-12-11 18:15:00,90325.53,90491.0,90232.52,90351.83,195.2573
2025-12-11 18:30:00,90351.84,91169.66,90316.49,91169.65,471.56434
2025-12-11 18:45:00,91169.65,91197.7,90518.45,90710.5,434.74513
2025-12-11 19:00:00,90710.5,90917.11,90592.14,90792.0,134.77634
2025-12-11 19:15:00,90792.0,91171.59,90719.99,91124.59,183.90991
2025-12-11 19:30:00,91124.59,91538.26,91095.18,91370.0,258.26022
2025-12-11 19:45:00,91370.0,91451.96,90758.43,90839.81,266.88369
2025-12-11 20:00:00,90839.81,91483.87,90797.76,91356.17,154.0555
2025-12-11 20:15:00,91356.17,91437.02,90962.85,91055.16,159.53635
2025-12-11 20:30:00,91055.17,91640.0,91019.55,91573.46,241.50064
2025-12-11 20:45:00,91573.46,91831.2,91421.86,91792.99,232.80082
2025-12-11 21:00:00,91792.98,92676.16,91706.06,92461.4,752.27081
2025-12-11 21:15:00,92461.4,93280.01,92461.4,93280.01,689.79894
2025-12-11 21:30:00,93280.0,93555.0,92874.7,93174.36,716.45304
2025-12-11 21:45:00,93174.37,93246.09,92798.25,92858.39,280.82503
2025-12-11 22:00:00,92858.4,93195.84,92858.4,92934.37,177.53879
2025-12-11 22:15:00,92934.37,92965.99,92229.76,92333.12,349.9141
2025-12-11 22:30:00,92333.11,92700.0,92199.55,92392.51,230.81091
2025-12-11 22:45:00,92392.51,92455.78,92068.9,92352.0,217.88535
2025-12-11 23:00:00,92352.0,92663.57,92337.91,92499.09,367.29157
2025-12-11 23:15:00,92499.36,92654.98,92412.4,92495.71,144.39328
2025-12-11 23:30:00,92495.71,92800.0,92475.21,92722.49,131.96871
2025-12-11 23:45:00,92722.49,92796.92,92392.66,92513.38,110.05706
2025-12-12 00:00:00,92513.38,92574.0,92394.96,92427.98,81.55315
2025-12-12 00:15:00,92427.98,92651.93,92319.95,92386.0,178.18836
2025-12-12 00:30:00,92385.99,92432.47,92300.55,92306.01,78.20865
2025-12-12 00:45:00,92306.02,92380.0,91448.31,91573.88,449.81401
2025-12-12 01:00:00,91573.88,91886.69,91532.16,91810.63,216.29962
2025-12-12 01:15:00,91810.62,92168.99,91796.73,92097.09,115.73534
2025-12-12 01:30:00,92097.08,92314.69,92036.96,92147.4,82.69051
2025-12-12 01:45:00,92147.4,92257.73,92074.68,92170.0,75.8601
2025-12-12 02:00:00,92170.0,92481.89,91927.27,92392.01,184.15787
2025-12-12 02:15:00,92392.01,92435.87,92243.75,92396.23,206.72626
2025-12-12 02:30:00,92396.23,92500.0,92344.93,92437.78,52.76635
2025-12-12 02:45:00,92437.78,92748.98,92367.49,92588.79,143.28989
2025-12-12 03:00:00,92588.79,92754.0,92433.79,92453.0,81.73943
2025-12-12 03:15:00,92453.0,92456.38,92178.37,92237.54,89.74077
2025-12-12 03:30:00,92237.54,92395.31,92215.61,92347.14,57.85055
2025-12-12 03:45:00,92347.15,92379.92,92256.27,92283.4,70.09243
2025-12-12 04:00:00,92283.4,92349.99,92222.61,92222.82,66.29858
2025-12-12 04:15:00,92222.82,92249.41,92114.99,92208.0,196.56037
2025-12-12 04:30:00,92208.0,92250.85,92174.78,92250.84,56.30364
2025-12-12 04:45:00,92250.85,92462.02,92222.8,92396.69,192.1808
2025-12-12 05:00:00,92396.69,92500.0,92179.72,92206.27,96.96975
2025-12-12 05:15:00,92206.26,92291.84,92078.91,92133.18,102.11788
2025-12-12 05:30:00,92133.19,92339.05,92133.18,92331.17,53.38265
2025-12-12 05:45:00,92331.18,92478.34,92331.17,92444.42,59.62238
2025-12-12 06:00:00,92444.41,92698.17,92400.0,92695.61,117.22442
2025-12-12 06:15:00,92695.6,92720.0,92562.09,92600.54,113.19168
2025-12-12 06:30:00,92600.55,92600.55,92503.24,92575.22,50.85713
2025-12-12 06:45:00,92575.22,92577.04,92463.17,92513.34,65.33031
2025-12-12 07:00:00,92513.34,92565.83,92489.97,92507.35,64.46424
2025-12-12 07:15:00,92507.35,92511.82,92365.85,92377.8,73.55731
2025-12-12 07:30:00,92377.81,92520.56,92257.8,92439.99,115.98449
2025-12-12 07:45:00,92439.98,92454.75,92373.65,92425.34,70.1564
2025-12-12 08:00:00,92425.33,92487.25,92343.91,92408.0,104.21955
2025-12-12 08:15:00,92408.01,92442.34,92173.27,92258.49,148.95149
2025-12-12 08:30:00,92258.49,92258.49,92174.0,92217.12,67.83577
2025-12-12 08:45:00,92217.13,92370.01,92044.8,92342.39,305.20191
2025-12-12 09:00:00,92342.38,92375.89,92240.79,92345.32,118.22949
2025-12-12 09:15:00,92345.32,92384.6,92111.03,92113.56,68.64216
2025-12-12 09:30:00,92113.57,92242.0,92094.0,92178.82,95.01247
2025-12-12 09:45:00,92178.82,92553.33,92158.3,92520.56,79.11707
2025-12-12 10:00:00,92520.56,92650.01,92480.57,92564.75,186.35631
2025-12-12 10:15:00,92564.76,92564.76,92408.33,92460.04,116.14742
2025-12-12 10:30:00,92460.05,92479.92,92418.18,92425.84,57.97051
2025-12-12 10:45:00,92425.84,92573.49,92411.1,92492.32,68.59185
2025-12-12 11:00:00,92492.32,92492.33,92366.0,92400.01,56.51119
2025-12-12 11:15:00,92400.01,92400.01,92275.86,92362.3,69.47326
2025-12-12 11:30:00,92362.3,92418.19,92302.58,92371.64,42.95355
2025-12-12 11:45:00,92371.02,92418.19,92330.32,92418.19,38.79139
2025-12-12 12:00:00,92418.19,92418.19,92242.6,92250.0,154.42653
2025-12-12 12:15:00,92250.01,92290.83,92173.43,92182.65,121.40058
2025-12-12 12:30:00,92182.64,92242.62,92070.55,92100.0,132.76983
2025-12-12 12:45:00,92100.0,92420.0,92099.99,92419.99,129.0525
2025-12-12 13:00:00,92420.0,92420.0,92304.74,92369.12,65.83479
2025-12-12 13:15:00,92369.12,92531.38,92325.0,92441.48,205.11218
